id,price_doc
30474,5637069.5
30475,7943793.0
30476,5413299.0
30477,5890038.0
30478,4941247.0
30479,9433767.0
30480,4376528.0
30481,4267757.5
30482,4924228.0
30483,4771003.0
30484,6444294.0
30485,4826858.5
30486,3869572.5
30487,4067266.0
30488,6384021.5
30489,6026977.5
30490,22770566.0
30491,18408092.0
30492,5815587.5
30493,14964804.0
30494,6806545.0
30495,10478278.0
30496,9214049.0
30497,8327113.0
30498,4698644.0
30499,8224425.5
30500,11781924.0
30501,6987359.5
30502,2929880.25
30503,6197914.0
30504,5512685.0
30505,10577070.0
30506,2848563.5
30507,4863307.5
30508,5557325.0
30509,7617402.5
30510,9190306.0
30511,6688319.5
30512,6522442.0
30513,4230262.0
30514,3634612.5
30515,9621484.0
30516,5852413.5
30517,10444526.0
30518,8350709.0
30519,4724421.0
30520,7336422.5
30521,5089695.0
30522,7579325.0
30523,6419409.0
30524,9819840.0
30525,12931150.0
30526,5061464.5
30527,4816274.0
30528,6431476.5
30529,6513249.5
30530,6258216.0
30531,14550701.0
30532,4772919.5
30533,10219411.0
30534,6813831.0
30535,9644486.0
30536,5796204.5
30537,12207944.0
30538,5135613.5
30539,12384989.0
30540,9728249.0
30541,6500438.5
30542,1869612.5
30543,5655867.0
30544,6705974.0
30545,8510405.0
30546,4212506.0
30547,9945409.0
30548,4528575.0
30549,4927593.0
30550,13035304.0
30551,5130619.0
30552,1651162.25
30553,7149031.0
30554,11243706.0
30555,6273124.5
30556,9007992.0
30557,7722151.0
30558,9799213.0
30559,5365937.5
30560,6217372.5
30561,6757763.0
30562,12351380.0
30563,4392914.0
30564,7090358.5
30565,6814971.5
30566,7613815.0
30567,1892127.0
30568,10288076.0
30569,11560461.0
30570,6748585.0
30571,8339816.5
30572,5095477.0
30573,6979688.0
30574,6267803.0
30575,8150071.0
30576,4529312.0
30577,4805226.5
30578,2999911.0
30579,7344885.0
30580,4385372.5
30581,5962869.5
30582,12386360.0
30583,6936851.5
30584,4512371.5
30585,3056277.5
30586,8531373.0
30587,5908058.0
30588,7570723.5
30589,7029100.0
30590,12465246.0
30591,5326316.0
30592,6654547.5
30593,9113096.0
30594,6620479.5
30595,6101195.5
30596,6513589.0
30597,6983829.0
30598,9730622.0
30599,11213683.0
30600,5592319.5
30601,5762446.5
30602,1605004.875
30603,13194605.0
30604,4853017.5
30605,6999857.5
30606,19060418.0
30607,7091837.5
30608,8375616.5
30609,6053155.5
30610,2805044.75
30611,5597151.5
30612,7263612.5
30613,8459207.0
30614,18205810.0
30615,8047151.0
30616,5670250.5
30617,8616398.0
30618,5146013.5
30619,3837875.0
30620,2344843.25
30621,9438271.0
30622,10024842.0
30623,6551447.0
30624,6986161.0
30625,8194695.5
30626,6557072.0
30627,7369538.5
30628,6837319.5
30629,5186288.5
30630,4316369.0
30631,6146707.0
30632,4114324.75
30633,6152624.0
30634,11856243.0
30635,9867001.0
30636,5407979.0
30637,10151145.0
30638,5989286.0
30639,8154417.0
30640,4571427.0
30641,8193450.0
30642,6964201.5
30643,8329802.5
30644,9682601.0
30645,7485949.0
30646,5383044.5
30647,4671977.0
30648,23146616.0
30649,2280103.75
30650,5208234.0
30651,3126038.75
30652,4569995.0
30653,8536683.0
30654,4338434.0
30655,16434290.0
30656,3946667.25
30657,6644565.5
30658,11750121.0
30659,4959822.5
30660,9091278.0
30661,7234843.0
30662,8598130.0
30663,20272318.0
30664,13134670.0
30665,6035499.0
30666,2637555.75
30667,4399770.0
30668,10086568.0
30669,4655246.0
30670,2483113.75
30671,7332407.5
30672,17875626.0
30673,11327304.0
30674,12557570.0
30675,1972338.25
30676,7087854.0
30677,4649169.5
30678,21220228.0
30679,6228249.0
30680,5224986.0
30681,2236528.0
30682,8599131.0
30683,9704144.0
30684,5235144.0
30685,7176021.5
30686,9761075.0
30687,5065312.5
30688,4595881.5
30689,17019272.0
30690,23878784.0
30691,4583051.0
30692,6796997.0
30693,11129939.0
30694,6117871.5
30695,6898816.0
30696,6387069.5
30697,12688936.0
30698,7868760.5
30699,6100040.0
30700,5112830.0
30701,9692506.0
30702,6369366.5
30703,3881872.5
30704,11480663.0
30705,9363585.0
30706,23449566.0
30707,3317435.0
30708,14546520.0
30709,6193064.5
30710,7473818.0
30711,4393781.0
30712,3892508.5
30713,6390550.0
30714,7129061.5
30715,3557458.0
30716,9707828.0
30717,6164669.0
30718,9550458.0
30719,16195013.0
30720,7410618.5
30721,4486541.5
30722,7677247.5
30723,6288364.0
30724,12119895.0
30725,6790387.5
30726,11878086.0
30727,9667407.0
30728,11587140.0
30729,3331858.75
30730,6218213.0
30731,6252576.5
30732,4933883.0
30733,10910814.0
30734,7441454.0
30735,5562210.5
30736,5092165.5
30737,6322120.5
30738,5867013.5
30739,4546324.0
30740,6875660.0
30741,12925577.0
30742,4251634.5
30743,5096313.0
30744,9447659.0
30745,6961641.5
30746,5700455.5
30747,16653699.0
30748,17368912.0
30749,5294382.0
30750,6385701.0
30751,3839980.5
30752,8179772.5
30753,10196263.0
30754,5422828.5
30755,4382852.0
30756,6401928.5
30757,5378424.0
30758,9622801.0
30759,6130770.0
30760,4362960.0
30761,9619055.0
30762,6739606.0
30763,11641565.0
30764,6288712.5
30765,5897616.5
30766,3360591.0
30767,9607513.0
30768,4198972.5
30769,7522123.0
30770,6048885.0
30771,2778934.75
30772,8780406.0
30773,8328983.0
30774,5621945.0
30775,12314889.0
30776,6106280.5
30777,6151115.5
30778,8589988.0
30779,6882244.0
30780,7571609.5
30781,6920008.5
30782,5569079.5
30783,5553429.5
30784,3784502.0
30785,5429254.0
30786,4362856.5
30787,6365778.5
30788,5738046.5
30789,7595135.0
30790,7119675.5
30791,10174939.0
30792,7607289.0
30793,11852823.0
30794,13290139.0
30795,10813814.0
30796,10960110.0
30797,14389954.0
30798,2956546.5
30799,11389778.0
30800,14016761.0
30801,6335503.5
30802,22078860.0
30803,3066054.25
30804,3705518.75
30805,15650053.0
30806,7616567.5
30807,6365466.0
30808,11154715.0
30809,4888019.5
30810,12099399.0
30811,4438078.5
30812,5969187.0
30813,5177753.0
30814,2743758.75
30815,4137681.5
30816,9139753.0
30817,1753272.125
30818,8019162.0
30819,8270912.5
30820,5431106.0
30821,23488978.0
30822,9729416.0
30823,7778470.5
30824,3349878.25
30825,5351208.0
30826,9110352.0
30827,5381459.5
30828,6019885.0
30829,5638270.5
30830,8754807.0
30831,6930121.5
30832,6439703.0
30833,5298533.5
30834,4279021.5
30835,7502912.5
30836,6858893.0
30837,5136496.0
30838,4465190.5
30839,6618552.5
30840,11355008.0
30841,10245586.0
30842,7416205.5
30843,5340790.0
30844,6549358.5
30845,9303672.0
30846,4395833.0
30847,6148853.0
30848,8545875.0
30849,4406513.5
30850,4096804.25
30851,4740399.0
30852,6999507.0
30853,4058754.25
30854,6020468.0
30855,8053783.5
30856,9211916.0
30857,2292441.75
30858,4483352.5
30859,6152942.5
30860,6189262.5
30861,9135088.0
30862,7262715.0
30863,4936303.0
30864,6983212.5
30865,10360875.0
30866,7668433.0
30867,6046815.0
30868,8541486.0
30869,6023626.0
30870,5338591.5
30871,9417627.0
30872,4926202.5
30873,4378897.5
30874,5090304.5
30875,6906187.5
30876,5314813.0
30877,10802907.0
30878,5867120.5
30879,10612364.0
30880,6619994.0
30881,2087019.0
30882,11970087.0
30883,3903359.5
30884,5885647.5
30885,5430459.5
30886,7943346.0
30887,6122511.0
30888,4740294.0
30889,5512123.0
30890,7437622.0
30891,3723048.75
30892,3781121.5
30893,4546354.0
30894,5772083.5
30895,4475240.5
30896,7188324.5
30897,7821318.0
30898,7233047.0
30899,7407333.0
30900,3724067.25
30901,6758073.0
30902,2224707.75
30903,7857804.5
30904,8445686.0
30905,5876645.5
30906,6426043.5
30907,13070032.0
30908,4412553.0
30909,14054850.0
30910,7580222.0
30911,4432600.0
30912,7067845.0
30913,22931832.0
30914,6572070.5
30915,7977231.0
30916,5821481.0
30917,10413413.0
30918,7208634.0
30919,4781220.5
30920,5116116.5
30921,4327613.0
30922,6355871.5
30923,3712622.5
30924,5338336.0
30925,15320837.0
30926,8099104.0
30927,7906695.5
30928,5383145.0
30929,5342070.5
30930,11530989.0
30931,11673829.0
30932,5151669.0
30933,5078746.5
30934,15007540.0
30935,7070013.5
30936,7788241.5
30937,9214025.0
30938,2657142.0
30939,10079483.0
30940,6986187.5
30941,6172754.0
30942,3946199.25
30943,7135885.0
30944,5077711.5
30945,3858711.25
30946,15526343.0
30947,7277154.5
30948,8776950.0
30949,6447699.5
30950,6620846.0
30951,17162742.0
30952,8217657.0
30953,10935682.0
30954,4624001.0
30955,6790259.0
30956,8107582.0
30957,6485961.5
30958,27614670.0
30959,8967348.0
30960,7887628.0
30961,9247987.0
30962,11003731.0
30963,4015275.0
30964,4872716.0
30965,7008018.5
30966,12515037.0
30967,12010173.0
30968,3546917.75
30969,3910941.75
30970,6621181.5
30971,11396438.0
30972,3958455.5
30973,5348218.0
30974,5326731.0
30975,8369235.0
30976,5652837.0
30977,7357707.0
30978,7962537.0
30979,3712243.75
30980,7705259.0
30981,6029288.0
30982,7029543.5
30983,4309403.0
30984,5818880.0
30985,3919295.5
30986,10139789.0
30987,9683864.0
30988,6736998.5
30989,7710536.0
30990,13438978.0
30991,9781535.0
30992,2700592.25
30993,7846653.5
30994,5643495.5
30995,7264099.0
30996,5837906.0
30997,7632048.5
30998,7014908.5
30999,7400020.5
31000,8586526.0
31001,6523149.0
31002,10772914.0
31003,9204945.0
31004,4535869.5
31005,3061604.0
31006,8418238.0
31007,5584568.0
31008,5603264.5
31009,6657223.0
31010,6775183.0
31011,4434011.5
31012,6067136.5
31013,7781842.0
31014,16460697.0
31015,8008325.5
31016,4393094.0
31017,10083023.0
31018,5789759.0
31019,4759034.0
31020,7584213.0
31021,12928383.0
31022,21590090.0
31023,10274743.0
31024,4839402.5
31025,6574098.5
31026,6709443.0
31027,4693121.5
31028,4510952.0
31029,8342487.5
31030,7807578.5
31031,10174028.0
31032,10154461.0
31033,7833307.5
31034,7451691.0
31035,10363715.0
31036,6204137.0
31037,25976854.0
31038,4510462.0
31039,10219297.0
31040,6236238.0
31041,4533832.0
31042,3372016.5
31043,6591662.5
31044,8399191.0
31045,8190695.0
31046,15280407.0
31047,8648113.0
31048,6208314.5
31049,5937649.0
31050,8141135.5
31051,6548894.0
31052,4274876.0
31053,17190548.0
31054,6515893.5
31055,5384741.5
31056,13418680.0
31057,5431350.0
31058,6976983.0
31059,3134329.25
31060,7131513.0
31061,6589670.5
31062,6467178.5
31063,3810710.75
31064,5367505.5
31065,11885440.0
31066,4529645.5
31067,9273978.0
31068,4364011.5
31069,4803028.5
31070,4781514.0
31071,3669443.0
31072,9621176.0
31073,2059206.625
31074,7814105.0
31075,6910917.0
31076,7013626.0
31077,5826776.5
31078,4574956.0
31079,5259098.5
31080,7263849.0
31081,2836665.5
31082,11661123.0
31083,5044081.0
31084,9943281.0
31085,12719810.0
31086,4079385.75
31087,5253338.0
31088,7736615.0
31089,7318519.0
31090,32487166.0
31091,2861765.5
31092,7152989.5
31093,6268324.5
31094,6598798.5
31095,5472033.5
31096,16201809.0
31097,11358839.0
31098,10168645.0
31099,25636688.0
31100,4941227.0
31101,4402911.0
31102,6693523.5
31103,10738855.0
31104,5938842.0
31105,9087666.0
31106,4612814.0
31107,8545269.0
31108,6677067.5
31109,5361296.5
31110,9749078.0
31111,11500940.0
31112,6414341.5
31113,3752021.75
31114,5039594.0
31115,5471403.5
31116,6415687.5
31117,6622204.0
31118,4311920.0
31119,3402952.25
31120,5606846.5
31121,8874990.0
31122,6024716.0
31123,5033814.0
31124,5691654.5
31125,15129152.0
31126,18059938.0
31127,5750454.0
31128,6433959.5
31129,5691324.5
31130,13601332.0
31131,7891528.5
31132,8971073.0
31133,10984066.0
31134,6691217.0
31135,10661979.0
31136,10376402.0
31137,4782255.0
31138,7201750.0
31139,4114980.0
31140,7311268.0
31141,7772359.0
31142,10045700.0
31143,5507211.0
31144,4073318.25
31145,6075743.5
31146,5825568.5
31147,14581297.0
31148,6337909.0
31149,2267759.25
31150,8812254.0
31151,4890260.5
31152,8088412.0
31153,5296344.0
31154,16237099.0
31155,7009569.5
31156,9233718.0
31157,4417894.0
31158,9826505.0
31159,6349580.0
31160,5577889.5
31161,3795571.0
31162,4690334.0
31163,5871851.0
31164,6291178.5
31165,6215279.0
31166,5830012.5
31167,8415397.0
31168,11719046.0
31169,8954378.0
31170,5908926.0
31171,12562859.0
31172,5270374.5
31173,11462932.0
31174,9697660.0
31175,17550214.0
31176,4917491.0
31177,8807839.0
31178,4501785.5
31179,5490767.5
31180,4443758.5
31181,9901221.0
31182,8098881.5
31183,8523542.0
31184,5680310.5
31185,4575935.0
31186,9344778.0
31187,3784515.0
31188,5047755.5
31189,5205829.0
31190,7908083.0
31191,14066806.0
31192,4070421.0
31193,5419635.5
31194,11937135.0
31195,7617157.5
31196,5226282.5
31197,15195121.0
31198,6095780.0
31199,7328306.0
31200,11344825.0
31201,4084793.0
31202,4103047.25
31203,6552807.0
31204,3817757.5
31205,9112907.0
31206,6207978.0
31207,4436060.0
31208,5061399.0
31209,4476856.5
31210,5780387.0
31211,7708705.0
31212,4993905.5
31213,11455448.0
31214,7370872.0
31215,4839887.5
31216,5841764.5
31217,7295032.0
31218,9111398.0
31219,3533528.25
31220,7758579.5
31221,4022722.25
31222,6963684.5
31223,10130604.0
31224,8679264.0
31225,13433066.0
31226,6495899.5
31227,9715722.0
31228,11892257.0
31229,4371383.5
31230,5889418.0
31231,4607550.5
31232,7525794.0
31233,7147552.5
31234,7805718.5
31235,5496559.0
31236,6536411.0
31237,11384261.0
31238,7298228.0
31239,13121218.0
31240,7264816.5
31241,6788758.5
31242,7256322.0
31243,3872474.75
31244,7294135.5
31245,8508985.0
31246,10409340.0
31247,5620503.5
31248,7741214.0
31249,10443203.0
31250,5753097.0
31251,7193012.0
31252,6575877.5
31253,9207882.0
31254,6101213.5
31255,12802298.0
31256,6867864.0
31257,5248433.0
31258,8715554.0
31259,11969429.0
31260,7973838.5
31261,24370314.0
31262,5843737.5
31263,6190727.5
31264,4101673.0
31265,13517788.0
31266,8550281.0
31267,4068580.0
31268,4470415.0
31269,8373832.5
31270,4535293.0
31271,5468150.0
31272,18612982.0
31273,8372719.0
31274,6251041.0
31275,7518189.5
31276,6114878.0
31277,5332666.5
31278,15087647.0
31279,15183511.0
31280,7741190.5
31281,7172656.5
31282,12866632.0
31283,6565047.5
31284,4162030.25
31285,5647975.0
31286,7728585.0
31287,10132963.0
31288,4561595.5
31289,9943445.0
31290,6132286.0
31291,6978975.5
31292,4079322.25
31293,7333600.5
31294,4103433.75
31295,19567034.0
31296,10345401.0
31297,10516539.0
31298,3977712.0
31299,10250119.0
31300,7312081.0
31301,7311289.5
31302,5436675.0
31303,8649243.0
31304,7239468.5
31305,9433970.0
31306,3252365.5
31307,6495413.0
31308,8554354.0
31309,9419977.0
31310,62515220.0
31311,5636305.5
31312,5834838.5
31313,12899710.0
31314,7200768.0
31315,10004124.0
31316,12258174.0
31317,19888932.0
31318,9305168.0
31319,7306299.5
31320,6000799.0
31321,7727168.0
31322,6601937.5
31323,8009863.0
31324,6334311.0
31325,6410689.0
31326,5614124.0
31327,8048319.5
31328,14414811.0
31329,5398663.0
31330,11378756.0
31331,8785930.0
31332,5987992.0
31333,5330558.0
31334,4434524.0
31335,9046955.0
31336,8213510.0
31337,7848864.5
31338,4402237.0
31339,4907236.5
31340,6505016.0
31341,10369105.0
31342,5514995.0
31343,3781581.75
31344,4325202.5
31345,5237900.0
31346,4029242.25
31347,9566722.0
31348,11660787.0
31349,12084819.0
31350,3772146.5
31351,5981225.5
31352,10419974.0
31353,5592475.5
31354,8067504.0
31355,9843245.0
31356,4465885.5
31357,5285402.5
31358,2574287.5
31359,6348121.0
31360,9039185.0
31361,5106687.0
31362,10021313.0
31363,5285599.5
31364,3867261.75
31365,3802570.25
31366,7047840.5
31367,9795737.0
31368,7040308.5
31369,4680078.0
31370,9334200.0
31371,8870962.0
31372,7234372.5
31373,5240372.5
31374,6251441.0
31375,5825681.0
31376,7258598.5
31377,10138289.0
31378,6240187.0
31379,30313916.0
31380,4293343.5
31381,7800700.0
