id,price_doc
30474,5695543.01325
30475,7905599.43449
30476,5445023.45738
30477,5840105.36374
30478,5006460.35344
30479,9058302.58949
30480,4267545.04815
30481,4130467.61164
30482,5026707.43791
30483,4883910.38512
30484,6598267.5907
30485,4945762.0677
30486,3804820.66155
30487,4003103.19506
30488,6683994.79515
30489,6396601.22482
30490,21027956.9104
30491,20993698.7462
30492,5963064.30132
30493,13694237.3111
30494,6856354.63093
30495,11292287.3362
30496,9070352.16986
30497,8180098.04875
30498,4752118.22919
30499,7523817.82968
30500,10949542.1061
30501,7167258.75689
30502,3138467.11547
30503,6112800.88947
30504,5833060.22113
30505,11646999.3175
30506,3614225.71476
30507,4882505.39452
30508,5377008.24566
30509,7797236.04034
30510,9188037.99241
30511,6692724.47696
30512,6400644.32599
30513,4220864.05437
30514,3593777.25176
30515,9550517.28351
30516,6020942.25222
30517,10889940.2721
30518,8986286.72658
30519,4708903.63816
30520,7423143.57531
30521,5769417.35672
30522,7764579.06841
30523,6860561.83749
30524,9819088.94959
30525,11222704.5816
30526,4932451.93018
30527,4988235.33724
30528,7007658.76202
30529,6690077.04811
30530,6151304.05109
30531,15781388.6337
30532,4895440.72983
30533,9755863.33736
30534,6771757.52762
30535,9341361.08566
30536,5706691.82589
30537,12073464.1789
30538,5766987.87224
30539,10063799.5889
30540,9680254.75716
30541,6307018.32031
30542,2235666.43868
30543,5807264.61448
30544,6788990.14626
30545,8365524.19354
30546,4085301.09834
30547,9619358.71666
30548,4583398.21983
30549,4958835.62428
30550,12612947.4364
30551,4954582.86166
30552,2016990.70478
30553,6973830.27434
30554,11281012.209
30555,6121893.46679
30556,9515366.63445
30557,7250058.46619
30558,9111232.53002
30559,7096722.94856
30560,6324778.97521
30561,7058798.55609
30562,11573353.7897
30563,4521718.92555
30564,7593841.13223
30565,6651972.5021
30566,7194346.49933
30567,2150567.05381
30568,10325802.8981
30569,10698049.8246
30570,6846102.96226
30571,7679858.23894
30572,5028448.9222
30573,6529124.34859
30574,6544873.28887
30575,7804839.2448
30576,4598152.69183
30577,4201938.35476
30578,3577218.39703
30579,7478130.26884
30580,4746044.77684
30581,5698900.18496
30582,13106102.2421
30583,6855014.86835
30584,4512025.31872
30585,2855804.12881
30586,8619895.30802
30587,6080953.57314
30588,7882906.2997
30589,7688280.93497
30590,12689467.138
30591,5349221.11402
30592,6994579.51094
30593,8929915.23208
30594,6628614.14516
30595,5717623.72951
30596,6465872.33454
30597,6529124.34859
30598,9579700.08746
30599,10814006.5873
30600,3652935.69058
30601,5926687.26217
30602,1960797.81077
30603,12702216.6253
30604,4712234.40806
30605,6637771.95049
30606,18955704.4932
30607,6967933.86944
30608,8819845.55605
30609,6388075.50996
30610,3044947.75241
30611,5426874.02284
30612,7476609.31733
30613,7801638.41324
30614,17775023.6994
30615,8168483.83945
30616,5546387.26499
30617,9455315.45197
30618,5235440.17138
30619,3831872.42505
30620,2864150.46665
30621,9294732.37783
30622,9077825.43599
30623,6224148.72385
30624,6912664.00353
30625,7969358.2598
30626,6294740.44191
30627,7116977.28058
30628,6404805.45879
30629,5213128.56868
30630,4059014.21089
30631,6157766.28308
30632,4177032.64451
30633,6181464.75749
30634,11611459.3711
30635,9710740.05055
30636,5402345.18553
30637,9456651.0731
30638,5970986.91595
30639,7483826.84825
30640,4514365.76179
30641,8198544.6331
30642,6668922.98372
30643,7785302.93855
30644,9579700.08746
30645,6830043.93009
30646,5247776.54792
30647,4882773.03643
30648,24786574.9169
30649,2439181.19031
30650,4947591.04036
30651,3668167.46594
30652,4472978.07268
30653,7697022.0058
30654,4665897.15554
30655,13115327.3461
30656,3959642.18711
30657,6524549.58738
30658,9559980.52157
30659,4859689.05127
30660,8960114.76467
30661,7201336.2499
30662,8665021.18324
30663,18983470.9176
30664,12208784.3418
30665,6379694.74622
30666,2714985.65894
30667,4210404.53613
30668,9192626.73104
30669,5080398.88955
30670,2518079.38464
30671,7619769.26563
30672,15361212.5806
30673,10750184.6047
30674,11152301.8177
30675,2235666.43868
30676,6852057.34761
30677,4467692.53325
30678,19597800.7265
30679,5963834.61304
30680,5347194.90429
30681,2326361.32543
30682,8738389.23312
30683,9790295.44296
30684,5028210.27052
30685,7130317.44369
30686,9094927.59861
30687,5013636.46975
30688,4258771.62215
30689,16249872.757
30690,25875750.1331
30691,4522435.91596
30692,6227015.65014
30693,10359779.443
30694,5443451.2553
30695,7401290.63939
30696,6836282.52319
30697,13198050.9561
30698,7907019.95556
30699,6223694.71621
30700,5028448.9222
30701,9579700.08746
30702,6213169.19343
30703,3884661.03823
30704,11651252.5978
30705,9396283.06887
30706,24302614.1544
30707,4057908.182
30708,14663933.4521
30709,6291864.71502
30710,7650346.18885
30711,4776618.59396
30712,4113118.25557
30713,6291918.55401
30714,7024356.61452
30715,3947920.29983
30716,9790295.44296
30717,6654198.01963
30718,9450838.53278
30719,16364015.5598
30720,7476181.7115
30721,4583886.39453
30722,7400833.00797
30723,6417365.9919
30724,11929662.3041
30725,6874447.12039
30726,12095850.8455
30727,9498825.63978
30728,11004482.7259
30729,3630075.862
30730,6461388.68548
30731,6156613.9216
30732,4408331.42169
30733,10052097.8913
30734,7162197.89171
30735,5550604.82519
30736,5100083.25302
30737,6637556.59452
30738,6549626.65058
30739,4465649.75769
30740,6839174.81592
30741,10908479.5217
30742,4244080.30743
30743,5048922.23397
30744,9210789.10765
30745,6706148.50466
30746,5699768.3387
30747,15779899.7785
30748,16237417.3135
30749,5087345.15478
30750,6413381.38886
30751,3205695.44962
30752,7485183.17668
30753,10208394.5534
30754,5813671.97211
30755,5026149.37606
30756,6383984.78199
30757,5455758.64161
