id,price_doc
30474,5992889.03171
30475,8381197.55217
30476,5623935.08424
30477,6042406.92618
30478,5222742.97007
30479,9016585.65424
30480,4590297.37594
30481,4401887.82627
30482,5308821.16332
30483,5095265.69868
30484,7015015.03187
30485,5110324.56805
30486,3837669.95257
30487,4175324.29191
30488,6318723.64175
30489,6674889.27577
30490,22588301.9872
30491,16609488.2279
30492,6289308.91599
30493,12167328.3185
30494,7212525.44178
30495,10382826.6727
30496,9340888.95912
30497,8281939.15972
30498,4819425.76878
30499,6953586.81365
30500,12046915.344
30501,7160564.08541
30502,3463677.65912
30503,6377829.01811
30504,6016279.48497
30505,12041347.1499
30506,3548302.19962
30507,5058374.08301
30508,5797151.68474
30509,8158401.45298
30510,9462556.79629
30511,7064112.56806
30512,6189658.63781
30513,4373671.01807
30514,4132551.0253
30515,9816229.27087
30516,6065995.65187
30517,12426463.6661
30518,8585513.93532
30519,4858889.74933
30520,7786983.85398
30521,5670219.53314
30522,8108390.20699
30523,6562404.61038
30524,11460701.9128
30525,11435064.1994
30526,5078301.23963
30527,5068908.4064
30528,7114527.60648
30529,6524773.74395
30530,6803416.40748
30531,16253583.5059
30532,4883832.73272
30533,10696583.7475
30534,7336617.58659
30535,9711013.38697
30536,6334141.26517
30537,12669159.4847
30538,5089528.74002
30539,9850789.76175
30540,9863719.40256
30541,5748673.81463
30542,2213880.54266
30543,5450305.89071
30544,6821401.73663
30545,9270140.38324
30546,4203967.1529
30547,10185028.4312
30548,4908916.00811
30549,5317989.3223
30550,13074577.442
30551,5430034.99284
30552,1950597.13383
30553,7198562.50648
30554,11826672.4554
30555,6695859.56284
30556,9373888.11926
30557,6649398.06649
30558,9737146.005
30559,6073023.71095
30560,6622634.91104
30561,6932532.662
30562,12555867.7521
30563,4662378.98454
30564,8210028.90407
30565,7230421.72952
30566,7750538.48072
30567,2194327.67057
30568,11064287.4915
30569,10277515.5352
30570,7389685.74838
30571,7712386.30791
30572,5217763.38106
30573,7039308.3236
30574,5946368.51955
30575,8175766.08069
30576,5558602.5038
30577,4512284.16002
30578,3377895.06263
30579,6888392.97215
30580,4640544.6852
30581,6209560.94566
30582,13586874.0797
30583,7490724.969
30584,4504033.85231
30585,2782021.674
30586,9498933.31776
30587,6373010.4284
30588,8048663.61151
30589,8177859.07147
30590,13050066.2059
30591,5469905.35423
30592,6663362.55483
30593,9174389.80814
30594,6639792.98339
30595,5910344.02225
30596,6378802.26141
30597,7079014.06192
30598,9817018.21916
30599,11549215.2851
30600,5689481.98528
30601,6332100.04265
30602,2022641.46928
30603,13550766.7532
30604,5011649.08622
30605,7392340.42479
30606,26816255.1872
30607,6939717.57892
30608,8919184.70699
30609,6713856.79869
30610,3434869.39854
30611,6080205.52177
30612,7721033.1605
30613,8206616.858
30614,17649030.1063
30615,7921026.89388
30616,6146824.54349
30617,9299726.97963
30618,5446134.92194
30619,4293302.60513
30620,2809762.21421
30621,8807040.15907
30622,7615140.14776
30623,6504535.97777
30624,7034164.62921
30625,8359231.24377
30626,5971895.44893
30627,7351533.05788
30628,7018100.93789
30629,5837686.23291
30630,4533352.2891
30631,6605625.4136
30632,4460848.2515
30633,6265776.10001
30634,12361246.0111
30635,9840786.06304
30636,5863696.67785
30637,9834575.94248
30638,5844802.81572
30639,7191550.49556
30640,4795831.34858
30641,8439416.6559
30642,6992766.06876
30643,8505226.53971
30644,9834772.66187
30645,7892483.94563
30646,6003867.00909
30647,5295503.77824
30648,25282479.6526
30649,2278933.05681
